Installment_Purchases,None_Of_the_Purchases,One_Of_Purchase,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,MONTHLY_AVG_PURCHASES,AVG_CASH_ADVANCE,Limit_Usage,Pay_to_MinimumPay
1,0,0,-0.7320540387937094,-0.24988138750922906,-0.42493369862711167,-0.3569565052298367,-0.34911414102230803,-0.46680539805970817,-0.8066490832799754,-0.6787161910923751,-0.707409348673445,-0.6752944623225238,-0.4760829306490749,-0.5113808159334653,-0.960379687461313,-0.5290262695197259,-0.30242676251284467,-0.5255884449323432,0.3605412821917686,-0.4334182303932448,-0.46073668050364947,-0.8930591662545636,-0.0644233704978377
0,1,0,0.7868581460173117,0.134049395368665,-0.4695839009120745,-0.3569565052298367,-0.4546068763712174,2.6054375032211365,-1.2219282306900232,-0.6787161910923751,-0.9170895120984436,0.5739490539719282,0.11003154814836238,-0.5918405218239946,0.6886005615351706,0.8185460662014582,0.09745340415512867,0.2341587006804341,0.3605412821917686,-0.47746096869893123,2.3192447574093906,0.17595287935904874,-0.04428694147270455
0,0,1,0.44704093405481227,0.5179801782465591,-0.10771600887156395,0.10884332108985705,-0.4546068763712174,-0.46680539805970817,1.2697416704304612,2.6732946829640527,-0.9170895120984436,-0.6752944623225238,-0.4760829306490749,-0.1090822864808187,0.8260155822848776,-0.38385745037024727,-0.09333029436217474,-0.5255884449323432,0.3605412821917686,-0.12051627293574921,-0.46073668050364947,-0.14431566019534428,-0.06827194910095442
0,0,1,0.0490149084660992,-1.0177429532650166,0.23199527335584247,0.5461229464473119,-0.4546068763712174,-0.36867779849129945,-1.01428990281995,-0.3993830689246308,-0.9170895120984436,-0.2588816225490615,-0.3295543109497156,-0.55161066887873,0.8260155822848776,-0.5987332260256519,-0.2282908045730541,-0.5255884449323432,0.3605412821917686,0.21457325268706398,-0.3719439274197673,-0.42777374688514347,-0.07666319497152635
0,0,1,-0.35884931297916306,0.5179801782465591,-0.46209539738419814,-0.3473172315628358,-0.4546068763712174,-0.46680539805970817,-1.01428990281995,-0.3993830689246308,-0.9170895120984436,-0.6752944623225238,-0.4760829306490749,-0.55161066887873,-0.9054136791614302,-0.3644212165376892,-0.25729534053184655,-0.5255884449323432,0.3605412821917686,-0.4700743459222962,-0.46073668050364947,0.7505819370444475,-0.05321537743926021
1,0,0,0.11779243900988978,0.5179801782465591,0.154433098065863,-0.3569565052298367,1.0197259767314444,-0.46680539805970817,0.43918586728026665,-0.6787161910923751,0.5506766642205982,-0.6752944623225238,-0.4760829306490749,-0.27000169826187737,-0.7405156542617819,-0.11512193646546179,0.6696928421287456,-0.5255884449323432,0.3605412821917686,0.13806630727806657,-0.46073668050364947,1.5820711248955284,-0.0717418966203476
0,0,0,-0.45034894474649123,0.5179801782465591,2.849231936663337,3.5003374171795443,0.3065995089483031,-0.46680539805970817,1.2697416704304612,2.6732946829640527,1.5990825136896427,-0.6752944623225238,-0.4760829306490749,1.9828700666729433,2.4749958312813614,1.5961891638089283,-0.2773252809642767,2.893277129190729,0.3605412821917686,2.7962025297602455,-0.46073668050364947,-0.8787840665137083,0.19480141144996085
1,0,0,0.12443390259523768,0.5179801782465591,-0.26542857348334514,-0.3569565052298367,0.027740410412789757,-0.46680539805970817,1.2697416704304612,-0.6787161910923751,1.5990825136896427,-0.6752944623225238,-0.4760829306490749,-0.1090822864808187,-0.6031006335120749,-0.364168948009241,-0.1341618360386371,-0.5255884449323432,0.3605412821917686,-0.27608316525091847,-0.46073668050364947,1.036606374802745,-0.06586313321137148
0,0,0,-0.2641026411700651,0.5179801782465591,-0.06637946939768638,0.041561190894190664,-0.23344810205484548,-0.46680539805970817,-0.39137242753982887,-0.3993830689246308,-0.2880465056514219,-0.6752944623225238,-0.4760829306490749,-0.39069125709767133,0.6886005615351706,-0.36098640373051116,-0.2285003757976775,-0.5255884449323432,0.3605412821917686,-0.07974211520872372,-0.46073668050364947,-0.6259598674667639,-0.05799446355725444
0,0,1,-0.6785700354313217,-1.4016737361429108,0.1302452316708223,0.41514931549693684,-0.4546068763712174,-0.46680539805970817,-0.8066490832799754,-0.12004659474601245,-0.9170895120984436,-0.6752944623225238,-0.4760829306490749,-0.47115096298820064,1.7879207275328264,-0.19639539424082864,-0.31923400971171517,-0.5255884449323432,0.3605412821917686,0.11420751570953536,-0.46073668050364947,-0.962502288903145,0.02159841782197061
1,0,0,-0.1304476895874374,0.5179801782465591,-0.03893878428272443,-0.3569565052298367,0.5628561807486833,-0.46680539805970817,1.2697416704304612,-0.6787161910923751,1.5990825136896427,-0.6752944623225238,-0.4760829306490749,-0.1090822864808187,-0.9054136791614302,-0.22453681198973496,0.5691480932837868,-0.5255884449323432,0.3605412821917686,-0.05267475937159176,-0.46073668050364947,1.7671971047916992,-0.07244424818337204
0,0,1,-0.44865113411842683,-0.24988138750922906,0.22880329872708519,0.5420142060467528,-0.4546068763712174,-0.46680539805970817,-0.5990107554099021,0.1592865274217318,-0.9170895120984436,-0.6752944623225238,-0.4760829306490749,-0.3504614041524067,-0.685549645961899,-0.35499675925031254,-0.2955511390842708,-0.5255884449323432,0.3605412821917686,0.21142470472852332,-0.46073668050364947,-0.18868085894057937,-0.03827861087296815
0,0,0,-0.022925636794849987,0.5179801782465591,1.0365366908173543,1.14931856979802,0.33908773289537814,-0.46680539805970817,1.2697416704304612,0.1592865274217318,1.3894023502646444,-0.6752944623225238,-0.4760829306490749,0.4541356547528865,-0.4107196044624851,-0.3886253338135124,-0.15209197424604687,0.3291279485984248,0.3605412821917686,1.0081689206125553,-0.46073668050364947,0.29950293996638816,-0.06616374399609547
0,0,0,-0.30889464229137287,0.5179801782465591,0.5310346207974702,-0.1039496696552301,1.44511382119027,-0.46680539805970817,0.64682419515034,-0.12004659474601245,0.9700395072426213,-0.6752944623225238,-0.4760829306490749,0.4541356547528865,0.8260155822848776,-0.026751262558513133,-0.25457465414952113,-0.24068412004394527,0.3605412821917686,0.509544183354278,-0.46073668050364947,-0.6826624977291674,-0.020870971280248528
0,1,0,0.5804198333128033,0.5179801782465591,-0.4695839009120745,-0.3569565052298367,-0.4546068763712174,-0.3014324589556629,-1.2219282306900232,-0.6787161910923751,-0.9170895120984436,-0.2588816225490615,-0.3295543109497156,-0.5918405218239946,-0.4107196044624851,-0.3204443839604459,0.062140374275147015,-0.5255884449323432,0.3605412821917686,-0.47746096869893123,-0.3110956150622736,1.3736987310375597,-0.06977697909062024
1,0,0,2.556640976331453,0.5179801782465591,0.28474242008032163,-0.3569565052298367,1.327601106457266,0.6306336887767505,0.023906719870218904,-0.6787161910923751,0.3409965007955997,0.15753621419846595,0.11003154814836238,-0.14931213942608337,0.9634306030345845,0.08984531699397154,0.5422311052602565,-0.5255884449323432,0.3605412821917686,0.266602776869987,0.532303384581589,1.210802060786374,-0.06866864499898699
0,1,0,0.24378315303389156,-0.009925176115899534,-0.4695839009120745,-0.3569565052298367,-0.4546068763712174,0.8608433014485539,-1.2219282306900232,-0.6787161910923751,-0.9170895120984436,0.5739490539719282,-0.03649707155099695,-0.5918405218239946,-0.4107196044624851,-0.46333643921762563,-0.20080108041468406,-0.5255884449323432,-2.6310988979975125,-0.47746096869893123,1.3412881882804626,0.77435105546579,-0.06785564174254835
1,0,0,-0.7319633623930649,-1.7856087422636397,-0.2266755677265849,-0.3569565052298367,0.11930014297976775,-0.46680539805970817,-0.18373160799985438,-0.6787161910923751,-0.07836634222642336,-0.6752944623225238,-0.4760829306490749,-0.27000169826187737,-0.5481346252121921,-0.5107919131755382,-0.33085066444672667,0.3291279485984248,0.3605412821917686,-0.23785739238183215,-0.46073668050364947,-0.9558380167776446,-0.047234805292523045
0,0,0,0.20390642297390216,0.5179801782465591,-0.2335322287692967,-0.25694904093470217,-0.08046151992149517,-0.46680539805970817,0.43918586728026665,-0.3993830689246308,0.5506766642205982,-0.6752944623225238,-0.4760829306490749,-0.22977184531661268,2.3375808105316542,-0.004317481966819269,-0.043034568780022285,-0.5255884449323432,0.3605412821917686,-0.2446207688616886,-0.46073668050364947,-0.6053900746154257,-0.057107952580402764
1,0,0,0.967261385134171,0.5179801782465591,-0.2830078355150349,-0.3569565052298367,-0.013793207403824892,-0.46680539805970817,1.2697416704304612,-0.6787161910923751,1.5990825136896427,-0.6752944623225238,-0.4760829306490749,-0.1090822864808187,-0.1358895629630712,-0.23466478378823796,4.9814261310992105,-0.5255884449323432,0.3605412821917686,-0.2934232622190692,-0.46073668050364947,1.2973199736840728,-0.07594775144857907
1,0,0,0.21717228238042866,0.5179801782465591,-0.3868921007054998,-0.3569565052298367,-0.2592352151401344,-0.46680539805970817,0.43918586728026665,-0.6787161910923751,0.7603593438176227,-0.6752944623225238,-0.4760829306490749,-0.27000169826187737,-0.685549645961899,-0.5216803389105822,5.4494300792699475,-0.5255884449323432,0.3605412821917686,-0.3958941866879388,-0.46073668050364947,1.5894663561336035,-0.07652396922936604
0,0,0,2.3084113686756207,0.5179801782465591,2.507072849845256,3.203574303702795,0.0429008443921771,-0.3575959686534497,1.2697416704304612,2.3939615607963085,1.5990825136896427,0.9903618937453903,0.40308878754708105,3.109305949140354,1.8566282379076797,0.11904033863759683,0.3492714638678862,-0.5255884449323432,0.3605412821917686,2.4586985018173193,-0.36191630843349204,0.45484705285180005,-0.06606963413273523
1,0,0,-0.6881227827088959,-1.0177429532650166,-0.08771702413742911,-0.3569565052298367,0.44761034345242184,-0.46680539805970817,1.2697416704304612,-0.6787161910923751,1.5990825136896427,-0.6752944623225238,-0.4760829306490749,0.09206697824550458,-0.7405156542617819,0.2163357742151291,-0.3252237465643637,-0.5255884449323432,0.3605412821917686,-0.10078937348289825,-0.46073668050364947,-0.8093468990547276,0.15461709475977692
0,0,0,1.0740035858098094,-0.24988138750922906,1.5187775967537729,1.7242590722123317,0.4231612409517469,3.3357010585732327,1.2697416704304612,-0.3993830689246308,1.3894023502646444,0.9903618937453903,1.4287891254425964,-0.06885243353555405,1.2382606445339985,2.6755406749914457,0.24881232979740153,-0.5255884449323432,0.3605412821917686,1.4838489608709104,2.9800385793486766,0.0854826399194231,-0.020393583759716165
0,1,0,1.8275198832136297,0.5179801782465591,-0.4695839009120745,-0.3569565052298367,-0.4546068763712174,-0.08583553706095517,-1.2219282306900232,-0.6787161910923751,-0.9170895120984436,1.1417851988424736,0.11003154814836238,-0.5918405218239946,0.41377052003575665,-0.10729157825422257,0.34808309461810016,-0.5255884449323432,-0.3873687628555516,-0.47746096869893123,-0.08466941948456526,1.2980105977395995,-0.06939791357085533
1,0,0,-0.6701357446106134,0.5179801782465591,-0.2825585253033623,-0.3569565052298367,-0.012731645287106266,-0.46680539805970817,1.2697416704304612,-0.6787161910923751,1.5990825136896427,-0.6752944623225238,-0.4760829306490749,-0.1090822864808187,-0.4107196044624851,-0.5243616656415048,-0.29235474543026635,-0.5255884449323432,0.3605412821917686,-0.2929800648524711,-0.46073668050364947,-0.8527894168990147,-0.06548663163770184
0,0,1,0.024655509683902583,0.5179801782465591,-0.42184469092186266,-0.29550613560270583,-0.4546068763712174,-0.350056087674862,-0.8066490832799754,-0.12004659474601245,-0.9170895120984436,0.5739490539719282,0.25656016784772173,-0.5113808159334653,-0.7679986584117232,-0.2912455291646498,0.054090023289998145,-0.5255884449323432,0.3605412821917686,-0.43037124849788283,-0.3550936938688011,1.4412156637721858,-0.06890732851673817
1,0,0,-0.6913164056356816,0.5179801782465591,-0.3604015194756371,-0.3569565052298367,-0.19664728200860118,-0.46680539805970817,1.2697416704304612,-0.6787161910923751,1.5990825136896427,-0.6752944623225238,-0.4760829306490749,-0.1090822864808187,-0.960379687461313,-0.5269635345165212,-0.29160744530564514,-0.5255884449323432,0.3605412821917686,-0.36976400861559233,-0.46073668050364947,-0.675471418050802,-0.0659917675843884
0,0,0,2.684748243967528,0.5179801782465591,-0.2884323202580403,-0.2337244159432718,-0.252799494807528,0.5994742121468841,0.43918586728026665,-0.12004659474601245,0.13131633737060108,3.4888489263342937,1.8683749845406743,-0.27000169826187737,1.6505057067831193,-0.045557123687599906,0.34458874465917005,-0.5255884449323432,0.3605412821917686,-0.29877394709289423,0.5041080987824097,0.7500599100484786,-0.06844482570022671
1,0,0,-0.7411040273712683,0.5179801782465591,-0.42278075386284725,-0.3569565052298367,-0.34402748921303145,-0.46680539805970817,-0.18373160799985438,-0.6787161910923751,0.13131633737060108,-0.6752944623225238,-0.4760829306490749,-0.39069125709767133,0.6611175573852291,-0.543200438960551,-0.2937784121327344,-0.5255884449323432,0.3605412821917686,-0.43129457634496227,-0.46073668050364947,-0.9898081713191408,-0.06814415591353222
